Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
ken shabz,@shabz_ken,@KenyaPower  it's now three days without power here  in Jericho  because of heavy rain ya few days ago ama munataka Gen z tuwasalimie kidogo muache kulala,12-Jul,1,1,,https://x.com/shabz_ken,https://x.com/shabz_ken
essiem,@essiem10,@KenyaPower @KenyaPower_Care 37231451255 this is my meter number and honestly we're tayaaaad! From Thursday 8am no power so who will pay for the damages caused all the foodstuffs thrown away? We work from home and we have to buy bundles yet we pay wifi are you gonna pay for that,29-Jun,,,1,https://x.com/essiem10,https://x.com/essiem10
Lewis M.Nkonge,@PLinknetwork,"@KenyaPower 
Kenya Power, are we staging a blackout-themed musical here? 

Because my neighborhood has been in the dark for two days straight.

Time to turn on the lights and get this show on the road.",8-Jul,,,,https://x.com/PLinknetwork,https://x.com/PLinknetwork
pıoɹpʌɹn˥,@lurvdroid,@KenyaPower My area isn't listed as to have a scheduled power interruption today but electricity has been tripping phase since morning @KenyaPower_Care,10-Jul,2,1,1,https://x.com/lurvdroid,https://x.com/lurvdroid
Jimmy Kiberu,@KiberuJimmy,"@KenyaPower @KenyaPower_Care while your city wide efforts to prevent folliage from touching power lines, the exercise is so shabbily done and not participatory at all. You leave all cut vegetation on the roads and indicriminately cut shade trees posing no risk to lines. Uncouth",15-Jun,2,,,https://x.com/KiberuJimmy,https://x.com/KiberuJimmy
NEKESA WANDERA,@Nekesa_001,"Hello, we have power outrage in our place since morning.",10-Jun,,,,https://x.com/Nekesa_001,https://x.com/Nekesa_001
Plug wa data na minates,@lifesgoodlf,"@KenyaPower 
Should tell us how rainfall is related to power blackouts
Hata manyunyu stima inapitea  the whole day",4-Jun,,,,https://x.com/lifesgoodlf,https://x.com/lifesgoodlf
Descendant wa Hitler,@PediwaContent,Hii we have no power for about six hours now In Kasarani  why take long to assist,21-May,,,2,https://x.com/PediwaContent,https://x.com/PediwaContent
Rhaj ben,@rhajben,"@KenyaPower  hello kenya power. Tried buying tokens and am getting a message that the meter has been blocked. Please assist. 
meter number 14252578647",4-Jun,,,1,https://x.com/rhajben,https://x.com/rhajben
Kauna Malgwi,@Kauna_Malgwi,"We have no power since morning and we are not on schedule outage, how can we have 5 outages in 1 month while our neighbors have power",7-Jun,,,,https://x.com/Kauna_Malgwi,https://x.com/Kauna_Malgwi
Twahir Mwale,@TwahirMwale,Jamani help me I paid for power connection for two homes in 2021 till today no power connection where can I complain jamani kindly help,10-Jun,,,1,https://x.com/TwahirMwale,https://x.com/TwahirMwale
ElChapo ™,@Its_Elchapo,@KenyaPower kumbe ni ya power not electricity,13-Jun,,,,https://x.com/Its_Elchapo,https://x.com/Its_Elchapo
#Lindakatiba,@QueeLindakatiba,@KenyaPower no power in kitsuru what's not happening??? Your phones are off...,31-May,,,1,https://x.com/QueeLindakatiba,https://x.com/QueeLindakatiba
Barbara Ndiba,@NdibBarbara,@KenyaPower There is no way I have been holding for more than 10 minutes as I try to speak to one of your agents and there is still no response ! Do better!I have not had power since 9 am yesterday and the status is still pending. Can we kindly get assistance REF number 11304498,22-May,1,1,,https://x.com/NdibBarbara,https://x.com/NdibBarbara
Oindo,@JamesOindo,Could that explain why power at my farm just went off yesterday? Does it need updating? If yes whats the process ?,12-Jun,,,1,https://x.com/JamesOindo,https://x.com/JamesOindo
peter,@ronwins10,"@KenyaPower good afternoon,we don't have power in buruburu phase 3 house number 428, mtr no. 01450332448.pliz attend to the situation asap",1-Jun,,,,https://x.com/ronwins10,https://x.com/ronwins10
mwaniki charles,@mwanikigachanja,"@KenyaPower Good evening, we are facing a serious power issue in Mitume - Kitale. Unreliable power supply + low voltage has caused us significant losses of hundreds of thousands. No lasting solution has been provided despite raising complaints with your Kitale office.",4-Jun,,,1,https://x.com/mwanikigachanja,https://x.com/mwanikigachanja
Daud Akbari,@Daud_Akbari,"We still have no power in madogo tana river. Your team ilikataa kutuskiza mpaka tumetuma vijana wetu kufanya hio kazi,tunarepair kwa mfuko yetu. Murudishe stima !",31-May,,,1,https://x.com/Daud_Akbari,https://x.com/Daud_Akbari
Jacob juma,@him_1176,"@KenyaPower 
@KenyaPower_Care 
@KenyaPower_Care 
Mtr:54606013149
No power
Kindly restore 
Surely na hii jua yote",28-May,,,1,https://x.com/him_1176,https://x.com/him_1176
Sam Dalamia,@OleDallas,"Good mrn,we have  had 3 day of no power, at kangose primary school,kitui county,katulani sub county..the nearest market(itoleka) has power,it's like a trend now,just a week ago power was off for 5 weeks,it's very unreliable and inconviniencing.kindly assist",5-Jun,,,1,https://x.com/OleDallas,https://x.com/OleDallas
Rodfan Memes King  Of Jokes,@Rodfan_memes,"@KenyaPower your Company has to be one of the Shittiest Company to ever Exist in 2024

Gachie Michugia Valley no Power for 2 weeks Now 

While the Matter is being handled at a Snail Speed 

The Digital Economy is Making Loses",16-May,1,,,https://x.com/Rodfan_memes,https://x.com/Rodfan_memes
Sir Korir,@SirKorirEnock,"@KenyaPower of all the days you decide that Kasarani will not have power today, just before Manchester City beat the shit out of Manchester United?

Msikue hivo bwana
#FaCupFinale",25-May,,,1,https://x.com/SirKorirEnock,https://x.com/SirKorirEnock
Pius Ashimala,@PiusAshimalla,What are you doing about power in most parts of kibera. 4 days now without electricity. Hata ushago hawakuangi kwa giza hivi..,9-May,,,1,https://x.com/PiusAshimalla,https://x.com/PiusAshimalla
Chairman Wa Wahenga,@Bakulutu064,@KenyaPower Good evening we are experiencing power outrage tassia kwa ndege area  houses using single phases,8-May,,,,https://x.com/Bakulutu064,https://x.com/Bakulutu064
Frank Mash Mwangi,@FrankMashMwangi,"Also restore the Transformer that serves your Customers in St. Linda's, Thome, Daraja retreat centre and Karura today being the 7th day of the outage! Better still, divide the load because of the increased power usage through increased household in the area.",10-May,1,1,,https://x.com/FrankMashMwangi,https://x.com/FrankMashMwangi
K.C.Jacob,@kcjacob99,No Power in Daisy Road and nearby areas of Runda since late last night,15-May,,,1,https://x.com/kcjacob99,https://x.com/kcjacob99
Mr.NiggarificEnergy,@in_daclub,@KenyaPower you're denying power in certain areas with school going kids no even single post..we will be grateful if you acces power in those areas.thanks in advance,13-May,2,,1,https://x.com/in_daclub,https://x.com/in_daclub
JM,@Jobmokaya,"@KenyaPower @KenyaPower_Care Mutitu in Kitui East has been without power for over 3 weeks now. You are deaf to our pleas. You have inconvenienced 2 hospitals, a police station, businesses, homes... Can you restore power and stop this suffering!",10-May,,,1,https://x.com/Jobmokaya,https://x.com/Jobmokaya
Vincent Muge,@mugevincent,"@KenyaPower @KenyaPower_Care hi KPLC, what is wrong with your people in kabarnet station, they are always switching power off for the kapkogorwa line what is their issue with people of kapkogorwa. 2 days now we don't have power during the day. We can't work or do anythng. This i",7-May,1,,2,https://x.com/mugevincent,https://x.com/mugevincent
Calvin™,@calvin_ski,"Still no power on this account. Since 10/05/2024 at 8pm. The 24 hour resolution time principle you people claim to have has since lapsed.

What celebration do you want us to have?",12-May,,,,https://x.com/calvin_ski,https://x.com/calvin_ski
Wanjiru Muthoga,@shiruswitsuzie,"@KenyaPower  3 days and nights without electricity......so sad ths monopoly as such nonsense will kill us.
From the area manager to his pple....stop lies!you either restore power or come pick  your poles!!!! 
We have work to do ...@ Nkoroi- Kanisani road....Neema Court close.",10-May,,,1,https://x.com/shiruswitsuzie,https://x.com/shiruswitsuzie
Boaz  Omukuyia,@Boaz_Omukuyia,"@KenyaPower 
We are suffering at Kariobangi South estate. If it's impossible to restore stable power tell us",12-May,1,,,https://x.com/Boaz_Omukuyia,https://x.com/Boaz_Omukuyia
Boaz  Omukuyia,@Boaz_Omukuyia,"@KenyaPower 
However much we depend on you I have come to  a conclusion that you're NOT dependable. How come it that part of Kariobangi South estate has no power for now 10 days or we should blame the rains? Yet you post losses in your financial statements.",12-May,,,,https://x.com/Boaz_Omukuyia,https://x.com/Boaz_Omukuyia
#TheBillionaire,@01110_ke,@KenyaPower the rate at which this account is outta power in a week is alarming. I think you need to reboot at your power supply lines around this area.... #Blackouts so so often.... @KenyaPower_Care,14-May,,,2,https://x.com/01110_ke,https://x.com/01110_ke
Boaz  Omukuyia,@Boaz_Omukuyia,"@KenyaPower 
However much we depend on you I have come to  a conclusion that you're NOT dependable. How come it that part of Kariobangi South estate has no power for now 10 days or we should blame the rains? Yet you post losses in your financial statements.",12-May,,,,https://x.com/Boaz_Omukuyia,https://x.com/Boaz_Omukuyia
#TheBillionaire,@01110_ke,@KenyaPower the rate at which this account is outta power in a week is alarming. I think you need to reboot at your power supply lines around this area.... #Blackouts so so often.... @KenyaPower_Care,14-May,,,2,https://x.com/01110_ke,https://x.com/01110_ke
VeeReal,@veectorius,"@KenyaPower @KenyaPower_Care We haven't had power for 3 months now going 4 as the transformer was removed for repair. In this period we have ""sorted"" Kenya power officials who gave a temporary solution for 2 weeks before our 1k (per house) was used up. I'm crying up on behalf of",16-May,,,2,https://x.com/veectorius,https://x.com/veectorius
Louiza Kabiru,@LouizaKabiru,"@KenyaPower @KenyaPower_Care for 1 month, Thindegua, Kugeria, Ruaka have experienced daily power outages. Today, the residents have only had 1.45 minutes of power. When do you intend to rectify that appears to be a significant issue with those lines @FrancisKoina2 @HonJohnMachua",6-May,1,1,2,https://x.com/LouizaKabiru,https://x.com/LouizaKabiru
Lindah Lucy,@The_htapmE,@KenyaPower @KenyaPower_Care we have suffered power fluctuations for over a week now around Sigona Golf Club and nobody seems to be doing  anything about it.,10-May,1,,5,https://x.com/The_htapmE,https://x.com/The_htapmE
BARKEL™,@barack_kelvin,No power in Utawala,13-May,,,1,https://x.com/barack_kelvin,https://x.com/barack_kelvin
Dr.Daisy Mwasi,@MwasiDaisy,@KenyaPower  Its so boring to come back to a dark house yet you have bought tokens. Our food is rotting in the fridge because everyday it rains power goes off. Rain here is daily occurrence. We need power at mabera migori county - lavington area,13-May,1,,,https://x.com/MwasiDaisy,https://x.com/MwasiDaisy
C???,@cnwn53,No power in kimbo near wankan,6-May,1,,,https://x.com/cnwn53,https://x.com/cnwn53
Private browser,@ggachuhi,You may be working to to improve your infrastructure but in this country one can go without power just because KPLC don't care of their customer. In my residence we have been out of power now going for the fifth day.The place is kiamumbi water office and sorrounding @KPLC_Care01,13-May,2,1,,https://x.com/ggachuhi,https://x.com/ggachuhi
MM,@Nevergivesup3,"This person calls and identifies himself as FRANCIS from Kenya Power.

He then asks ' Kwenyu kuna stima'?

Since when did KPLC call to inquire? I disconnected.

BUT he's going to con very many ignorant Kenyans if he hasn't done so already, esp the wazee.

@Safaricom_Care",8-May,,,1,https://x.com/Nevergivesup3,https://x.com/Nevergivesup3
ČŘĮϻĮŇÃĹ,@tonynjue,@KenyaPower right now @KenyaPower_Care #kplc Is this a nationwide blackout? Eastleigh no power. #772588,2-May,,,,https://x.com/tonynjue,https://x.com/tonynjue
Joseph Mūnji,@JosephMunji,"@KenyaPower power blackouts Ruaka, Gacharage Junction and Ndenderu areas. 
This acc is highly affected. 35460732
Kindly address",4-May,,,,https://x.com/JosephMunji,https://x.com/JosephMunji
Jose Gitimu,@JoeJosee,@KenyaPower do you really care? two (2) straight days with no power. Ref no:20801555,4-May,2,1,,https://x.com/JoeJosee,https://x.com/JoeJosee
james onyango,@jimnet6,"@KenyaPower we've had no power since yesterday 1000 hrs upto now, Eastleigh section 1, 3rd St, kindly assist,acc number -27776622, tel-0720720194.",1-May,,,,https://x.com/jimnet6,https://x.com/jimnet6
JM,@Jobmokaya,No power in Mutito wa Ndooa in Kitui for 6 days now!,29-Apr,,,2,https://x.com/Jobmokaya,https://x.com/Jobmokaya
wakili_mongare,@Mongareokiro1,Message was posted at 6:30 two hours later means 8:30. Where have you restored power?,2-May,,,,https://x.com/Mongareokiro1,https://x.com/Mongareokiro1
Amos Wek Waf,@Amosthesun,No power in tuala ongata rongai since jana usiku,29-Apr,,,3,https://x.com/Amosthesun,https://x.com/Amosthesun
Engagebuzz,@trendrocket7,@KenyaPower @KenyaPower_Care . There Is no power here at komarock since 17:00...kindly act accordingly,30-Apr,,,1,https://x.com/trendrocket7,https://x.com/trendrocket7
MDMN,@BwoyCrude,Hamna power yaani,2-May,,,,https://x.com/BwoyCrude,https://x.com/BwoyCrude
GRACIE KIIRU,@Shikoh_Grace,"We have not had power in Ngoingwa, Kisiwa area , Thika since 7pm on Saturday. My account no. 22213292067. Please assist. Thank you",6-May,,,3,https://x.com/Shikoh_Grace,https://x.com/Shikoh_Grace
CPA Anthony Mwangi,@Tonillence,TRM drive mlisema sisi na giza tuko kimoja? Sasa hii ni wiki ya pili bila stima. Reference no. 11125653. The whole area is without power from Saturday 27th. @__mwathi,6-May,,1,1,https://x.com/Tonillence,https://x.com/Tonillence
Ingutia Junior,@AIngutiaaggrey,Why do you allow trees  to grow along the Power lines and yet you got a maintenance team to make sure there are no trees. In my village we're facing these problem after a tree fell on the power lines,3-May,,,,https://x.com/AIngutiaaggrey,https://x.com/AIngutiaaggrey
Account Balance,@Account_Detail,Used to see you guys clear tall trees around power lines. Siku hizi hiyo budget inaflow direct to..,30-Apr,,,1,https://x.com/Account_Detail,https://x.com/Account_Detail
KaiFa Erastus,@QaiferErastus,I am sure this is not the case with Thindigua. Either the controller's ex stays in Thindigua or just something else. We are getting power only 6 hrs in 24 hrs for the last two weeks.,1-May,7,4,,https://x.com/QaiferErastus,https://x.com/QaiferErastus
Sugar & Spice,@beryl_ke,"@KenyaPower @KenyaPower_Care Your new tagline should be ""Abandon all hope"" 24+hrs of no power or updates, in this day and age is heartbreaking  

Ref number 11152848

#KPLC",1-May,1,,,https://x.com/beryl_ke,https://x.com/beryl_ke
Loreen,@Ond_ere_,@KenyaPower_Care no power in 87 metre number 92104753006,21-Apr,,,,https://x.com/Ond_ere_,https://x.com/Ond_ere_
Emma Too™,@Emma999Too,"@KenyaPower this developer, who uses an illegal access gate without a permit or permission from the county is putting our lives and homes in danger, after this incident the power was out for 24 hours, my neighbor reported the incident to the police, which they promised to come,",21-Apr,21,15,1,https://x.com/Emma999Too,https://x.com/Emma999Too
zereree,@lamtanizo,@KenyaPower @KenyaPower_Care @KenyaPower my power complaint hasn't been resolved reference number 11004617 .....,13-Apr,,,,https://x.com/lamtanizo,https://x.com/lamtanizo
"WE, THE PEOPLE OF KENYA",@momanyi__,We've been experiencing a power outage from last week Thursday. Na hakuna floods huku.,29-Apr,1,,3,https://x.com/momanyi__,https://x.com/momanyi__
Keynes Keynes,@SamaiKeynes,@KenyaPower no power for the last 24 hours. Reference number 11105063,25-Apr,,,3,https://x.com/SamaiKeynes,https://x.com/SamaiKeynes
Pookie,@Gen_Zii_,"@KenyaPower , unlike you, power is still on. Learn!!!",18-Apr,1,,,https://x.com/Gen_Zii_,https://x.com/Gen_Zii_
Gidicaptain TM,@gidicaptain,How are we going to watch when half of kiambu county has been in the dark for the last 24 hrs? wangige ruaka ndenderu kiambu town ..how are u going to achieve EMobility when u can't provide power to people. pr tu ndio mnajua,23-Apr,4,1,1,https://x.com/gidicaptain,https://x.com/gidicaptain
