Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Lİnk
Bertet ab Chebitet,@BertetAChebitet,"SAM0R3WWGA Confirmed. Ksh1,500.00 sent to KPLC PREPAID for account 54501258179 on 22/1/24 at 3:19 PM New M-PESA balance is Ksh205.27. Transaction cost, Ksh15.00.Amount you can transact within the day is 498,500.00. Pay your water/KPLC bill conveniently using M-PESA APP or usel",January 23,,,,,
Brian Silantoi,@silantoi_brian,"SAM9SLUL3L Confirmed. Ksh200.00 sent to KPLC PREPAID for account 54608254220 on 22/1/24 at 8:59 PM New M-PESA balance is Ksh21.00. Transaction cost, Ksh5.00.Amount you can transact within the day is 499,600.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybill",January 23,,,,,
King Of The Streets,@AppleMoses_,"SAM4RKCD5M Confirmed. Ksh100.00 sent to KPLC PREPAID for account 45077245376 on 22/1/24 at 5:29 PM New M-PESA balance is Ksh42.35. Transaction cost, Ksh0.00.Amount you can transact within the day is 499,532.00. Pay your water/KPLC bill conveniently using M-PESA APP",January 23,,,,,
Kipchumba,@MengechPK,"Good morning, 
Outstanding bill for this account please?
31047392",January 23,,,,,
MbuthiaWaNjeri,@rumpel_jordan,"No power 8 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
No timeline
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707",Jan 22,,,,,
fafa munini,@rayzarey,"Before you get my account number, the issue is your transformer, it blew in the middle of the night on 14nth january and up to date we have no power.",Jan 22,,,,,
MbuthiaWaNjeri,@rumpel_jordan,"No power 8 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
No timeline
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707",Jan 22,,,,,
MbuthiaWaNjeri,@rumpel_jordan,"No power 8 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
No timeline
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707",Jan 22,,,,,
MbuthiaWaNjeri,@rumpel_jordan,"No power 8 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
No timeline
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707",Jan 22,,,,,
Kenyan Fire,@kenyan_fire,@KenyaPower_Care we are still in darkness more than 12hrs later. This issue has not been resolved yet. There are wires dangling from the transformer. Please assist.,Jan 22,,,2,,
W. Leilla,@winnie_leilla,"SAM9SB0LE5 Confirmed. Ksh150.00 sent to KPLC PREPAID for account 37194242279 on 22/1/24 at 7:57 PM New M-PESA balance is Ksh 9.12Transaction cost, Ksh5.00.Amount you can transact within the day is 499,450.00. Pay your water/KPLC bill conveniently using M-PESA",January 22,1,,1,,
Pinchez83,@pinchez83,"SAM6RIMJ3C Confirmed. Ksh300.00 sent to KPLC PREPAID for account 45077317514 on 22/1/24 at 5:17 PM New M-PESA balance is Ksh0.00. Transaction cost, Ksh5.00.Amount you can transact within the day is 497,370.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybill",January 22,,,,,
i-monk,@georgesnja99681,"@KenyaPower_Care.
Halo. Kindly send me bill for the month of December 2023. I fear it might come so high I'll be unable to pay. 
My acc no is 27870524",January 22,,,,,
Elias Korir,@EliasKo74632841,"SAM7S2GY4N Confirmed. Ksh100.00 sent to KPLC PREPAID for account 37227741586 on 22/1/24 at 7:16 PM New M-PESA balance is Ksh205.23. Transaction cost, Ksh0.00.Amount you can transact within the day is 497,240.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybil",January 22,,,,,
Joseph Mwaniki,@joseph_mwaniki,"@KenyaPower_Care SAM9RZQ0IX Confirmed. Ksh150.00 sent to KPLC PREPAID for account 37228028868 on 22/1/24 at 7:01 PM. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybill option on Lipa Na M-PESA.

Still waiting for the tokens. Niko kwa giza",January 22,,,,,
feli_x,@f_chipolopolo,"SAM8QY8LL8 Confirmed. Ksh200.00 sent to KPLC PREPAID for account 46201780395 on 22/1/24 at 2:33 PM New M-PESA balance is Ksh0.00. Transaction cost, Ksh5.00.Amount you can transact within the day is 496,200.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybill",January 22,,,,,
unapologeticman,@AlmasiBill,I haven't receive my tokens what kind of service do you guys have.almost an hour  my account number 22170730414,January 22,,,,,
MajiYaVyombo,@mc_maji,@KenyaPower_Care @KenyaPower Why is the token recharge message taking this long to reflect??? What's happening with your pay bill?? Paid 4hours ago still nothing?! This is Outrageous!!!!!,January 22,,,,,
GRACE GITONGA,@GRACEGI40501549,Kenya power what's up with tokens pay bill 888880?  I bought token almost 2hrs ago na haikuji,January 22,,,,,
i-monk,@georgesnja99681,"@KenyaPower_Care.
Halo. Kindly send me bill for the month of December 2023. I fear it might come so high I'll be unable to pay. 
My acc no is 27870524",January 22,,,,,
Elias Korir,@EliasKo74632841,"SAM7S2GY4N Confirmed. Ksh100.00 sent to KPLC PREPAID for account 37227741586 on 22/1/24 at 7:16 PM New M-PESA balance is Ksh205.23. Transaction cost, Ksh0.00.Amount you can transact within the day is 497,240.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybil",January 22,,,,,
Joseph Mwaniki,@joseph_mwaniki,"@KenyaPower_Care SAM9RZQ0IX Confirmed. Ksh150.00 sent to KPLC PREPAID for account 37228028868 on 22/1/24 at 7:01 PM. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybill option on Lipa Na M-PESA.

Still waiting for the tokens. Niko kwa giza",January 22,,,,,
feli_x,@f_chipolopolo,"SAM8QY8LL8 Confirmed. Ksh200.00 sent to KPLC PREPAID for account 46201780395 on 22/1/24 at 2:33 PM New M-PESA balance is Ksh0.00. Transaction cost, Ksh5.00.Amount you can transact within the day is 496,200.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybill",January 22,,,,,
unapologeticman,@AlmasiBill,I haven't receive my tokens what kind of service do you guys have.almost an hour  my account number 22170730414,January 22,,,,,
MajiYaVyombo,@mc_maji,@KenyaPower_Care @KenyaPower Why is the token recharge message taking this long to reflect??? What's happening with your pay bill?? Paid 4hours ago still nothing?! This is Outrageous!!!!!,January 22,,,,,
GRACE GITONGA,@GRACEGI40501549,Kenya power what's up with tokens pay bill 888880?  I bought token almost 2hrs ago na haikuji,January 22,,,,,
Ruth Omondi,@omondi14_ruth,"Hi,paid tokens na bado haijafika
SAM9R0D7A7 Confirmed. Ksh200.00 sent to KPLC PREPAID for account 01450012115 on 22/1/24 at 2:51 PM New M-PESA balance is  Transaction cost, Ksh5.00.Amount you can transact within the day is 497,900.00. Pay your water/KPLC bill conveniently using",January 22,,,,,
unapologeticman,@AlmasiBill,@KenyaPower_Care have bought tokens 30 mins ago I haven't receive it . please check your dm,January 22,,,,,
HON MAINA TEDDY EMILIO,@Hon_MainaTeddy,"SAM4S01PIW Confirmed. Ksh200.00 sent to KPLC PREPAID for account 37186725612 on 22/1/24 at 7:03 PM New M-PESA balance is Ksh4,073.58. Transaction cost, Ksh5.00.Amount you can transact within the day is 463,325.00. Pay your water/KPLC bill conveniently using M-PESA APP",January 22,1,,,,
unapologeticman,@AlmasiBill,@KenyaPower_Care check dm please,January 22,,,,,
Allan Githuku,@Allymicg,"I'm in darkness
SAM4SBCJB8 Confirmed. Ksh100.00 sent to KPLC PREPAID for account 54500898512 on 22/1/24 at 7:59 PM New M-PESA balance is Ksh0.00. Transaction cost, Ksh0.00.Amount you can transact within the day is 495,947.00. Pay your water/KPLC bill conveniently using M-PESA APP",January 22,,,,,
,@mar9zwitha9,"SAM4S00R7M Confirmed. Ksh100.00 sent to KPLC PREPAID for account 01450242332 on 22/1/24 at 7:03 PM New M-PESA balance is Ksh15.00. Transaction cost, Ksh0.00.Amount you can transact within the day is 499,900.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybill",January 22,,,,,
C.I kenya,@CI_kenya,"@KenyaPower_Care SAM1RW7E33 Confirmed. Ksh150.00 sent to KPLC PREPAID for account 54400582356 on 22/1/24 at 6:41 PM New M-PESA balance is. Transaction cost, Ksh5.00.Amount you can transact within the day is 499,595.00. Pay your water/KPLC bill conveniently using
Share tokens",January 22,,,1,,
ChelseaNairobi,@eogechinyasimi,"SAM7RLSSQR Confirmed. Ksh100.00 sent to KPLC PREPAID for account 46202463322 on 22/1/24 at 5:39 PM New M-PESA balance is Ksh32.87. Transaction cost, Ksh0.00.Amount you can transact within the day is 499,742.00. Pay your water/KPLC bill  HEEEEEEEEEEEELP. STOP THIS NONSENSE",January 22,,,1,,
Bocare,@ElvisBokea,"SAM9QZSPSH Confirmed. Ksh200.00 sent to KPLC PREPAID for account 14241016618  Transaction cost, Ksh5.00.Amount you can transact within the day is 496,520.00. Pay your water/KPLC bill conveniently using M-PESA APP . kindly since 2 I have not received",January 22,2,,,,
Trade,@adinlander,"@KenyaPower_Care please share tokens : SAM8RIGZ9S Confirmed. Ksh100.00 sent to KPLC PREPAID for account 45071714971 on 22/1/24 at 5:16 PM New M-PESA balance is Ksh489.44. Transaction cost, Ksh0.00.Amount you can transact within the day is 498,466.00. Pay your water/KPLC bill",January 22,,,,,
Trade,@adinlander,"@KenyaPower_Care please share tokens: SAM3R0OZWF Confirmed. Ksh1,000.00 sent to KPLC PREPAID for account 45071714971 on 22/1/24 at 2:53 PM New M-PESA balance is Ksh923.44. Transaction cost, Ksh10.00.Amount you can transact within the day is 499,000.00. Pay your water/KPLC bill",January 22,1,,,,
gbennitez,@gbennitez1,"@KenyaPower_Care SAM5RISGGF Confirmed. Ksh150.00 sent to KPLC PREPAID for account 37207967821 on 22/1/24 at 5:18 PM New M-PESA balance is Ksh82.29. Transaction cost, Ksh5.00.Amount you can transact within the day is 498,661.00. Pay your water/KPLC bill conveniently.",January 22,,,1,,
gbennitez,@gbennitez1,"@KenyaPower_Care SAM8RIE3IS Confirmed. Ksh150.00 sent to KPLC PREPAID for account 37207967821 on 22/1/24 at 5:15 PM New M-PESA balance is Ksh82.29. Transaction cost, Ksh5.00.Amount you can transact within the day is 498,811.00. Pay your water/KPLC bill conveniently",January 22,,,,,
Bocare,@ElvisBokea,"SAM9QZSPSH Confirmed. Ksh200.00 sent to KPLC PREPAID for account 14241016618  Transaction cost, Ksh5.00.Amount you can transact within the day is 496,520.00. Pay your water/KPLC bill conveniently using M-PESA APP . kindly since 2 I have not received",January 22,2,,,,
Trade,@adinlander,"@KenyaPower_Care please share tokens : SAM8RIGZ9S Confirmed. Ksh100.00 sent to KPLC PREPAID for account 45071714971 on 22/1/24 at 5:16 PM New M-PESA balance is Ksh489.44. Transaction cost, Ksh0.00.Amount you can transact within the day is 498,466.00. Pay your water/KPLC bill",January 22,,,,,
Trade,@adinlander,"@KenyaPower_Care please share tokens: SAM3R0OZWF Confirmed. Ksh1,000.00 sent to KPLC PREPAID for account 45071714971 on 22/1/24 at 2:53 PM New M-PESA balance is Ksh923.44. Transaction cost, Ksh10.00.Amount you can transact within the day is 499,000.00. Pay your water/KPLC bill",January 22,1,,,,
gbennitez,@gbennitez1,"@KenyaPower_Care SAM5RISGGF Confirmed. Ksh150.00 sent to KPLC PREPAID for account 37207967821 on 22/1/24 at 5:18 PM New M-PESA balance is Ksh82.29. Transaction cost, Ksh5.00.Amount you can transact within the day is 498,661.00. Pay your water/KPLC bill conveniently.",January 22,,,1,,
gbennitez,@gbennitez1,"@KenyaPower_Care SAM8RIE3IS Confirmed. Ksh150.00 sent to KPLC PREPAID for account 37207967821 on 22/1/24 at 5:15 PM New M-PESA balance is Ksh82.29. Transaction cost, Ksh5.00.Amount you can transact within the day is 498,811.00. Pay your water/KPLC bill conveniently",January 22,,,,,
Anakin,@Ongwelo3,"@KenyaPower_Care SAM6R38TYK Confirmed. Ksh40.00 sent to KPLC PREPAID for account 37167382755 on 22/1/24 at 3:14 PM New M-PESA balance is Ksh382.34. Transaction cost, Ksh0.00.Amount you can transact within the day is 499,660.00. Pay your water/KPLC bill conveniently using M-PESA",January 22,,,,,
Anakin,@Ongwelo3,"@KenyaPower_Care SAM3R5KFCJ Confirmed. Ksh40.00 sent to KPLC PREPAID for account 37167382755 on 22/1/24 at 3:33 PM New M-PESA balance is Ksh382.34. Transaction cost, Ksh0.00.Amount you can transact within the day is 498,820.00. Pay your water/KPLC bill conveniently using M-PESA",January 22,,,,,
Her,@tyrer00009,"@KenyaPower_Care SAM0QZNSJ4 Confirmed. Ksh300.00 sent to KPLC PREPAID for account 22213225703 on 22/1/24 at 2:45 PM New M-PESA balance is Ksh. Transaction cost, Ksh5.00.Amount you can transact within the day is 498,671.00. Pay your water/KPLC bill",January 22,,,,,
evans musau,@evansomusa,@KenyaPower_Care is something wrong with your pay bill (888880). Bought tokens over 3 hours ago and am yet to get any feedback.,January 22,2,,,,
Irunguk,@19irunguk,"SAM9QXKS39 Confirmed. Ksh800.00 sent to KPLC PREPAID for account 46201951095 on 22/1/24 at 2:28 PM New M-PESA balance is Ksh302.88. Transaction cost, Ksh10.00.Amount you can transact within the day is 499,113.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybi",January 22,,,1,,
Akinyi Okach,@nyanamgold,"@KenyaPower_Care SAM6QWMVRI Confirmed. Ksh300.00 sent to KPLC PREPAID for account 37228748374 on 22/1/24 at 2:20 PM New M-PESA balance is Ksh190.00. Transaction cost, Ksh5.00.Amount you can transact within the day is 451,641.00. Pay your water/KPLC bill conveniently using M-PESA",January 22,,,,,
StanLee,@NostahhCC,@KenyaPower_Care have payed my bill and you haven't sent my token number.Its past 1hr since i did the transaction.,January 22,,,1,,
Dorcas Opiyo,@opiyo_dorcas,@KenyaPower_Care How is it that I get high electric bill yet I constantly experience blackouts? Customer service is appalling. Monopoly boosts UR arrogance. @KajiadoGov,January 22,,,,,
Angela Wairimū,@wairimukarigo,@KenyaPower_Care I replied a DM three days ago and haven’t received any update on why I got a bill of 16k in a single occupancy house!,January 22,,,1,,
John Ngatia,@mugongatia,"@KenyaPower_Care SAM5QWLF83 Confirmed. Ksh1,000.00 sent to KPLC PREPAID for account 14106273783 on 22/1/24 at 2:20 PM New M-PESA balance is KshTransaction cost, Ksh10.00.Amount you can transact within the day is 473,540.00. Pay your water/KPLC bill conveniently using M-PESA AP",January 22,,,,,
Everlyne,@eveykimm,"@KenyaPower_Care what's happening, I paid for tokens like 5 minutes ago, no token message yet. Also tried paying a post paid bill, not working!",January 22,,,,,
MbuthiaWaNjeri,@rumpel_jordan,"@KenyaPower_Care   @KWamatangi  @inoorotv  @KamemeTvKenya  @InooroFm @kamemefm 
No power 1 week and counting
Off Sunday night
No work No food
Transformer taken by engineers on Wednesday 17th
No timeline
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707",Jan 21,,,2,,
Yusuf Chumo,@chumoyusuf,"@KenyaPower_Care  we havent had power since yesterday 9pm. it has become normal now, every week we have 2-3 days outage. it is clearly affecting one phase from our transformer.. We have with the below complain number, so far nothing has happened.would you please help address this",Jan 21,,1,1,,
Scribe Priest,@EzrahKirwa,"There had been no power in Tassia  NGO after a transformer malfunctioned from Thursday. Called Donholm emergency office, they haven't responded, still in darkness",Jan 21,,,1,,
You Know,@thevabzzzzz,"37182442618 check that meter number, that transformer is faulty. We’re in the dark again. Second time this week",Jan 21,,,,,
Festus Thorn,@Festus_clax,"Koitobos road hardy karen, not in the list yet no power from yesterday, I think one of your transformers gave up, kindly assist. Thanks",Jan 21,1,,,,
