Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date,Name,Retweets,Tweet URL,Post Body,Timestamp
Wanjiku Gatheru,@cikugatheru,,,,1.0,,https://x.com/cikugatheru,https://x.com/cikugatheru,"@KenyaPower @KenyaPower_Care I was calling to report a partial blackout. Some houses got power, others not. Acc. Number 01450224272.",27-Nov-16,,,,,
George Mwangala,@MwangalaG,,,,1.0,,https://x.com/MwangalaG,https://x.com/MwangalaG,@KenyaPower power outage kindly help 37150990044,6-Dec-16,,,,,
Married Bachelor,@mugagacha,,,,,,https://x.com/mugagacha,https://x.com/mugagacha,but no power in my house.... seems pointless....,30-Nov-16,,,,,
Sonii Ndung'u,@Soniisugar,,,,,,https://x.com/Soniisugar,https://x.com/Soniisugar,@KenyaPower Hey. We haven't had power since yesterday. Please assist. A/c no. 22120078260,18-Dec-16,,,,,
That Guy!!,@joseh_fab,,,,1.0,,https://x.com/joseh_fab,https://x.com/joseh_fab,No power in Waithaka Dagoretti for 3 days. Acc No 037646-01 cc @KenyaPower_Care,26-Dec-16,,,,,
doris,@dorismuasya,,,,1.0,,https://x.com/dorismuasya,https://x.com/dorismuasya,"@KenyaPower @KenyaPower_Care       3385498-01 power gone off,kindly assist",12-Dec-16,,,,,
𝒕𝒉𝒊𝒔 𝒈𝒖𝒚 𝒉𝒊𝒍𝒂𝒂𝒉,@hilaah_1,,,,,,https://x.com/hilaah_1,https://x.com/hilaah_1,"@KenyaPower hi,please address the power issue along isinya namanga road.no power since 9am",21-Sep-16,,,,,
John Mkaya,@JohnMkaya,,,,,,https://x.com/JohnMkaya,https://x.com/JohnMkaya,"@KenyaPower Team, kindly check on a/c no 0340024-02. No power for the last one hour! Kindly check and assist.",26-Sep-16,,,,,
Njeru,@NjeruSamuel,,,,2.0,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel,@KenyaPower @KenyaPower @ConsumersKenya no power in Kitale whole day.,13-Oct-16,,,,,
T I S H,@Muzame_,,,,2.0,,https://x.com/Muzame_,https://x.com/Muzame_,@KenyaPower @KenyaPower_Care  Acc. 3802680-01 no power since morning what could be the issue please,22-Sep-16,,,,,
Sumba,@Miss_Sumba,,,,1.0,,https://x.com/Miss_Sumba,https://x.com/Miss_Sumba,@KenyaPower @KenyaPower_Care random illegal connections in the area causing power outages in the (cont) http://tl.gd/nn1rak,23-Oct-16,,,,,
Zawedde Migz,@MZawedde,,,1.0,1.0,,https://x.com/MZawedde,https://x.com/MZawedde,@KenyaPower @KenyaPower_Care @KenyaPowerAlerts it's going to 24hrs since we had power. The help centres not helpful. SOS pls. Acc:3949549-01,18-Oct-16,,,,,
Sonii Ndung'u,@Soniisugar,,,,,,https://x.com/Soniisugar,https://x.com/Soniisugar,@KenyaPower Hey. We don't have power in Madaraka. Please assist.,27-Sep-16,,,,,
Humpho M,@Humphoblue,,,,1.0,,https://x.com/Humphoblue,https://x.com/Humphoblue,@KenyaPower You can pretend to be mute.....no power on 2751030-01 account. @KenyaPower_Care wake up!!,26-Oct-16,,,,,
Kwaela News Network,@KwaelaDotCom,,1.0,,,,https://x.com/KwaelaDotCom,https://x.com/KwaelaDotCom,"@KenyaPower  to put up sh300m to boost power supply in Wundanyi

 http://kwaela.com/kenya-power-to-put-up-sh300m-to-boost-power-supply-in-wundanyi/…",27-Sep-16,,,,,
DAVID KIANA,@Davi_kiana,,,,,,https://x.com/Davi_kiana,https://x.com/Davi_kiana,@KenyaPower why these power outages in migori county? Right now no power,22-Sep-16,,,,,
Kemphi Novelas,@kemphi_novelas,,1.0,1.0,1.0,,https://x.com/kemphi_novelas,https://x.com/kemphi_novelas,"@KenyaPower we need power guys, we can't miss our favorite show! 
#ForevermoreOnKTNKenya https://x.com/vivian_aliv/st/vivian_aliv/status/791299162234953729…",26-Oct-16,,,,,
Bijay Shah (Dubai),@bijayshah,,,,1.0,,https://x.com/bijayshah,https://x.com/bijayshah,"@KenyaPower @KenyaPower_Care I have lost power at my residence in general mathenge
A/C 0095987/01/1870/11/11/254B",24-Oct-16,,,,,
Beth,@bkoskei,,,,,,https://x.com/bkoskei,https://x.com/bkoskei,@KenyaPower @KenyaPower_Care we have power issues on account 14140157141 and our surrounding neibours have power. Kindly assist,29-Sep-16,,,,,
nomadic-kenyan,@nomadickenyan,,1.0,,1.0,,https://x.com/nomadickenyan,https://x.com/nomadickenyan,@KenyaPower @KenyaPower_Care 14140979569. No power. Intermittent cuts. Can't work. Help?,28-Oct-16,,,,,
Eng. J. N. Opany.,@nyaisangajo,,,,1.0,,https://x.com/nyaisangajo,https://x.com/nyaisangajo,@KenyaPower @KenyaPower_Care we are having power outages that is very risky. Power coming on and off. Naivasha rd. In kawangware area.,25-Oct-16,,,,,
Kavilanì,@fcarstone,,,,,,https://x.com/fcarstone,https://x.com/fcarstone,@kenyapower when will we ever have stable power with/out rains?,24-Oct-16,,,,,
Nahodha,@onesyoki,,,,,,https://x.com/onesyoki,https://x.com/onesyoki,@KenyaPower is there a power maintance schedule around Nairobi west?,21-Oct-16,,,,,
Armani,@AremanPeter,,,,,,https://x.com/AremanPeter,https://x.com/AremanPeter,@KenyaPower we no power since yesterday.. Bought tokens. No reply from your side.  14140131849. That is my meter Namba.,2-Nov-16,,,,,
Retreat Rehab Centre,@TheRetreatRehab,,,,,,https://x.com/TheRetreatRehab,https://x.com/TheRetreatRehab,@KenyaPower the account number is 312329-02. Phone 0715003150. Still no power since yesternight.,18-Oct-16,,,,,
Retreat Rehab Centre,@TheRetreatRehab,,,,,,https://x.com/TheRetreatRehab,https://x.com/TheRetreatRehab,"@KenyaPower  we have not had power since yesternight. Redhill area, The Retreat Rehab. Next to St. Julians. Kindly assist.",18-Oct-16,,,,,
Tukero Ole Kina,@Oltipipini,,,,,,https://x.com/Oltipipini,https://x.com/Oltipipini,@KenyaPower Happening now along Heron Road Off Lamu Road. Now we have no power along Golf Course Drive.,25-Aug-16,,,,,
Mwatha Kinyua,@MKinyua53,,,,1.0,,https://x.com/MKinyua53,https://x.com/MKinyua53,@kenyapower @kenyapower_care no power at 14235234961 the whole day today,14-Sep-16,,,,,
Kelvis Ghali Andrew,@Kellyghali,,,,1.0,,https://x.com/Kellyghali,https://x.com/Kellyghali,@KenyaPower power outage at Kawangware area from 6am,4-Sep-16,,,,,
Kevin Mmbaya,@kevmmbaya,,,,1.0,,https://x.com/kevmmbaya,https://x.com/kevmmbaya,@KenyaPower act no37174668899 no power for the last two days reported to Mbale kenya power office though no responce from them.kindly advice,30-Aug-16,,,,,
Akinyi Okinyo,@akinyiMCokinyo,,4.0,,4.0,,https://x.com/akinyiMCokinyo,https://x.com/akinyiMCokinyo,day 34 without power. ref no 2893852 & 2915806 @BenChumo this is so unfair @ConsumersKenya @KenyaPower_Care,17-Sep-16,,,,,
Father Lengthy Appendages,@fatherlegzy,,,,1.0,,https://x.com/fatherlegzy,https://x.com/fatherlegzy,@kenyapower whats up with the isiolo electricity The power going out has brought business to a standstill here When will the power be back,25-Aug-16,,,,,
Village Boy,@MunyokiJr,,,,1.0,,https://x.com/MunyokiJr,https://x.com/MunyokiJr,"@Kenyapower @Kenyapower_care no power since morning.  a,c 14242433-051",1-Sep-16,,,,,
John Mae,@johnmae,,,,1.0,,https://x.com/johnmae,https://x.com/johnmae,@KenyaPower  we have power surges a/c 22120037449 checked mains the cable is melting see attached photo,15-Aug-16,,,,,
Daniel Ominde,@IamOminde,,,,1.0,,https://x.com/IamOminde,https://x.com/IamOminde,@KenyaPower @KenyaPower_Care do I have to come and shout at your emergency office to get our power restored?,16-Aug-16,,,,,
Tororey,@V_Tosh91,,,,1.0,,https://x.com/V_Tosh91,https://x.com/V_Tosh91,@KenyaPower whats up there is no power in parts of nandi since 1pm @kenyapower_care,18-Sep-16,,,,,
JOY,@Joy_Wanyonyi,,,,1.0,,https://x.com/Joy_Wanyonyi,https://x.com/Joy_Wanyonyi,@KenyaPower @KenyaPower_Care Pls note power was restored to all buildings around except mine. A/c 4136287. Recurring problem too,8-Sep-16,,,,,
James Ngwiri,@ngwiriharun,,,,1.0,,https://x.com/ngwiriharun,https://x.com/ngwiriharun,"@KenyaPower @KenyaPower_Care We have a power blackout now around Kahugu-ini area, Gatundu. My Ac is 3055028",17-Sep-16,,,,,
Patrick Oketch,@KOketchpat,,,,,,https://x.com/KOketchpat,https://x.com/KOketchpat,@kenyapower no power in wendani from 4am please do something,26-Aug-16,,,,,
theAtlas,@mwangikhimani,,,,,,https://x.com/mwangikhimani,https://x.com/mwangikhimani,"@KenyaPower How can we have no power for 2 days in CbD with businesses that are dependent on power? 
Pls do something 201273",20-Aug-16,,,,,
James Ngwiri,@ngwiriharun,,,,1.0,,https://x.com/ngwiriharun,https://x.com/ngwiriharun,@KenyaPower @KenyaPower_Care  We have been without power since 2030hrs yesterday around Kahugu-ini Area Gatundu. My Ac is 3055028,11-Sep-16,,,,,
Robert,@salg_ooh,,,,1.0,,https://x.com/salg_ooh,https://x.com/salg_ooh,@KenyaPower @KenyaPower_Care again we don't have power. Kirigiti 04215665961.. Why is this happening everyday at this hour??,26-Aug-16,,,,,
Retreat Rehab Centre,@TheRetreatRehab,,,,1.0,,https://x.com/TheRetreatRehab,https://x.com/TheRetreatRehab,@KenyaPower we have been continuously experiencing power outage in our facility kindly. Acc 0312329-02.kindly act accordingly!,23-Aug-16,,,,,
Ingutia Junior,@AIngutiaaggrey,,,,,,https://x.com/AIngutiaaggrey,https://x.com/AIngutiaaggrey,@KenyaPower What happens here at Brigadier centre in Matunda where there's no power 24/7.is it switched off intentionally or what?,9-Sep-16,,,,,
Active254#,@Mugambii,,1.0,2.0,1.0,,https://x.com/Mugambii,https://x.com/Mugambii,"@KenyaPower @KenyaPower_Care hi advise on status of Ref no. 2885582 Kithaku Meru,power has been off since yesterday 9am",25-Aug-16,,,,,
Njeru,@NjeruSamuel,,,,1.0,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel,@KenyaPower @KenyaPower_Care  no power in Kitale @ConsumersKenya,12-Aug-16,,,,,
boroinside,@here_is_patrick,,,,1.0,,https://x.com/here_is_patrick,https://x.com/here_is_patrick,@KenyaPower @KenyaPower_Care two power cables are dangling dangerously here at Njathaini along mwimuto-wangige.,23-Jul-16,,,,,
T I S H,@Muzame_,,,,1.0,,https://x.com/Muzame_,https://x.com/Muzame_,@kenyapower @kenyapower_care l've paid twice for AC 37164505242 no power yet. What thing be it? 0721411480,5-Aug-16,,,,,
Stone,@Kastonious,,,,1.0,,https://x.com/Kastonious,https://x.com/Kastonious,@KenyaPower power. https://x.com/kenyansam/stat/KenyanSam/status/755818146779521025…,21-Jul-16,,,,,
Vick Muchiri,@VicksMe,,1.0,,,,https://x.com/VicksMe,https://x.com/VicksMe,@KenyaPower power outage next to Kitsuru substation in Gachie after a loud bang since 7pm. Help. The building is in darkness.,1-Aug-16,,,,,
aura  for aura,@ThatGirlPenny,,,,,,https://x.com/ThatGirlPenny,https://x.com/ThatGirlPenny,@KenyaPower Power is still yet to be restored!!! 48hours and counting https://x.com/kenyapower_car/KenyaPower_Care/status/752873585157480448…,12-Jul-16,,,,,
Chigs,@chigs_s,,,,,,https://x.com/chigs_s,https://x.com/chigs_s,power returned at 4am and then now want to take it away already??? What nonsense is this!!!!!,28-Jun-16,,,,,
"𝐂𝐡𝐚𝐫𝐥𝐞𝐬 𝐌. 𝐖𝐚𝐰𝐞𝐫𝐮, 𝐇𝐒𝐂",@CharlesBhavik,,,,1.0,,https://x.com/CharlesBhavik,https://x.com/CharlesBhavik,@KenyaPower @KenyaPowerAlert @KenyaPower_Care Kindly resolve this power issue in Diani! We been having erratic outages since Wednesday!,8-Aug-16,,,,,
newto,@newtojuma,,,,1.0,,https://x.com/newtojuma,https://x.com/newtojuma,@KenyaPower @KenyaPowerAlert @KenyaPower_Care we don't have power in imara and this is becomeing a nom what's happening,11-Aug-16,,,,,
aura  for aura,@ThatGirlPenny,,1.0,,1.0,,https://x.com/ThatGirlPenny,https://x.com/ThatGirlPenny,"@KenyaPower @KenyaPower_Care we have a blackout today, same as yesterday in Tena estate..is there power rationing???",11-Jul-16,,,,,
David Manza,@manzadavid2,,,,1.0,,https://x.com/manzadavid2,https://x.com/manzadavid2,"@KenyaPower how soon are you going to restore power back to us ,",6-Aug-16,,,,,
Felix Kilonzo,@starkolix,,,,,,https://x.com/starkolix,https://x.com/starkolix,@kenyapower wacheni kutuzoea.. Third day with no power,29-Jul-16,,,,,
Kagemah,@kagemah,,,,2.0,,https://x.com/kagemah,https://x.com/kagemah,@KenyaPower how long should we stay without power? Acc 393976-01 low voltage since yesterday noon,2-Aug-16,,,,,
Kenny.,@wangai_kenny,,,,1.0,,https://x.com/wangai_kenny,https://x.com/wangai_kenny,"@KenyaPower @KenyaPower_Care What's going on guys , no power since jana . what's up?",24-Jul-16,,,,,
Gitonga Nicholas,@wagitossh,,,,,,https://x.com/wagitossh,https://x.com/wagitossh,@KenyaPower meter3677324-01 near gacharage junction no power for 2 days.... A pole was knocked down by a speeding vehicle please assist,23-Jul-16,,,,,
Kagemah,@kagemah,,,,2.0,,https://x.com/kagemah,https://x.com/kagemah,@KenyaPower how long should we stay without power? Acc 393976-01 low voltage since yesterday noon,2-Aug-16,,,,,
Kenny.,@wangai_kenny,,,,1.0,,https://x.com/wangai_kenny,https://x.com/wangai_kenny,"@KenyaPower @KenyaPower_Care What's going on guys , no power since jana . what's up?",24-Jul-16,,,,,
Gitonga Nicholas,@wagitossh,,,,,,https://x.com/wagitossh,https://x.com/wagitossh,@KenyaPower meter3677324-01 near gacharage junction no power for 2 days.... A pole was knocked down by a speeding vehicle please assist,23-Jul-16,,,,,
Matheru Macharia,@Georgi_waYuni,,,,1.0,,https://x.com/Georgi_waYuni,https://x.com/Georgi_waYuni,"@KenyaPower kindly assist Metre 37174915639 no power since yesterday Isebania town.
Tel 0722244127",21-Jul-16,,,,,
Sheila Chumo,@ms_chumo,,,,,,https://x.com/ms_chumo,https://x.com/ms_chumo,is power back in Ruaka?,6-Aug-16,,,,,
john.njui,@jnjui,,,1.0,1.0,,https://x.com/jnjui,https://x.com/jnjui,@KenyaPower no power in ruaka ACC NO 2432669-01 P kimani.,5-Jul-16,,,,,
Njeru,@NjeruSamuel,,,,1.0,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel,@KenyaPower @KenyaPower_Care Kindly restore power in Kitale we are in blackout,10-Aug-16,,,,,
Njeru,@NjeruSamuel,,,,1.0,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel,@KenyaPower @KenyaPower_Care kindly restore power in Kitale! We are in darkness,2-Aug-16,,,,,
Sue'woo,@SuzieSueSuzanne,,,,1.0,,https://x.com/SuzieSueSuzanne,https://x.com/SuzieSueSuzanne,@KenyaPower no power in donholm. Fix it please @KenyaPower_Care,13-Jul-16,,,,,
Salvador Agina,@SalvadorAgina,,,,,,https://x.com/SalvadorAgina,https://x.com/SalvadorAgina,@KenyaPower power outtage 04202239937,23-Jun-16,,,,,
David Toywa,@davidtoywa,,1.0,,,,https://x.com/davidtoywa,https://x.com/davidtoywa,"@KenyaPower please check 3988873, low power all through evening.",20-Jun-16,,,,,
Irate Ambassador,@Reccudo,,,,1.0,,https://x.com/Reccudo,https://x.com/Reccudo,@KenyaPower @KenyaPower_Care we've not had power in Embakasi Aviation area since yesterday morning. Kindly do something.,4-Jun-16,,,,,
Dicki,@nicholasN30,,,,2.0,,https://x.com/nicholasN30,https://x.com/nicholasN30,@KenyaPower @KenyaPower_Care  Account number 0017906-01 havent had power since yesterday the Ref number is 2747440 surely with no feedback,3-Jun-16,,,,,
Ezekiel Masitsa,@EMasitsa,,,1.0,1.0,,https://x.com/EMasitsa,https://x.com/EMasitsa,@KenyaPower we have a power black out at Donholm ph8 Undugu court. Kindly assist. My is 3298450-01,10-Jun-16,,,,,
TheGerman,@EricErasturs,,,,1.0,,https://x.com/EricErasturs,https://x.com/EricErasturs,"@kenyapower @kenyapower_care Am watching ""How 2 Be Single"" but ur power interruptions are killing the plot. #Sobs",27-Jun-16,,,,,
Endlessly_curious,@chimamy254,,,,,,https://x.com/chimamy254,https://x.com/chimamy254,"@KenyaPower no power in Bamburi, Vescon n its environs since morning. Whatsup??",26-Jun-16,,,,,
Kuria Mwangi,@KuriawaMwangi01,,,,1.0,,https://x.com/KuriawaMwangi01,https://x.com/KuriawaMwangi01,@KenyaPower @KenyaPower_Care there is no power on a/c 14252238879 1> off desai road,27-Jun-16,,,,,
Джеймс,@Jamesthou,,,,1.0,,https://x.com/Jamesthou,https://x.com/Jamesthou,@KenyaPower @KenyaPower_Care what is going on in kahawa sukari. Low power supply or on n off? Nkt@,16-Jun-16,,,,,
Bitcoin_Simba,@Morray_Morris,,,1.0,1.0,,https://x.com/Morray_Morris,https://x.com/Morray_Morris,@KenyaPower Hello since monday no power at Kitindo-Transami area near Taj Mall Please help!!,2-Jun-16,,,,,
simon mburu,@mansaimo,,,4.0,,,https://x.com/mansaimo,https://x.com/mansaimo,@KenyaPower thanks for solving our power problem. 14106802698,1-Jun-16,,,,,
Njeru,@NjeruSamuel,,,,1.0,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel,@KenyaPower @KenyaPower_Care  no power at Kitale kwa Gatua,24-Jun-16,,,,,
Ulopa Ngoma | SideBRecords,@ulopangoma,,,,,,https://x.com/ulopangoma,https://x.com/ulopangoma,"@KenyaPower since Monday we have had blackouts, Tuesday and Wednesday no power completely, jana a few hrs then off,   cc @KenyaPower_Care",27-May-16,,,,,
Njeru,@NjeruSamuel,,,,,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel,@KenyaPower @KenyaPower_Care  no power in Kitale kwa Gatua cc @ConsumersKenya,22-Jun-16,,,,,
carryme,@Itsmylane,,,,1.0,,https://x.com/Itsmylane,https://x.com/Itsmylane,"@KenyaPower @kenyapower_care Donholm harambee, no power whatsup!!",3-Jun-16,,,,,
Ninoy Ninoir,@Ninour,,,,1.0,,https://x.com/Ninour,https://x.com/Ninour,@KenyaPower no power on Ralph bunche rd. Opal court. I need to warm the house for my infant child!,26-Jun-16,,,,,
Njeru,@NjeruSamuel,,,,,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel,"@KenyaPower @KenyaPower_Care there is no power in Kitale kwa Gatua, cc @ConsumersKenya",20-Jun-16,,,,,
Sam Odhiambo™,@sizzla_bounty,,,,,,https://x.com/sizzla_bounty,https://x.com/sizzla_bounty,@KenyaPower no power from kasarani all along to kahawa,8-Jun-16,,,,,
Sauti ya Haki,@DicksonKitavi,,,,,,https://x.com/DicksonKitavi,https://x.com/DicksonKitavi,so how long will it for you to restore power?,7-Jun-16,,,,,
james amayo,@amayoz,,,,1.0,,https://x.com/amayoz,https://x.com/amayoz,@KenyaPower hi any update on the Mt view power situation?still in darkness for 24 hrs now,27-Jun-16,,,,,
Paul Njoga,@PaulNjoga1,,,,1.0,,https://x.com/PaulNjoga1,https://x.com/PaulNjoga1,"@KenyaPower @KenyaPower_Care Power blackout for over 24 hours in not fair at all
2105897-04.Quick response please",12-May-16,,,,,
Binghi,@DanAlumasa,,,,1.0,,https://x.com/DanAlumasa,https://x.com/DanAlumasa,"@KenyaPower @KenyaPower_Care Hey, no power since Sunday morning in Zimmerman. What's happening? Mtr No. 14106652168",24-May-16,,,,,
curvighel,@curvigal,,,,,,https://x.com/curvigal,https://x.com/curvigal,@kenyapower @KenyaPower_Care it is unfair for all our complaints to be ignored. 6days without power is unacceptable,3-May-16,,,,,
Kaburu Mutuaruchiu,@MutuaPattoh,,,,,,https://x.com/MutuaPattoh,https://x.com/MutuaPattoh,"@KenyaPower 
What time do you take to respond to a customers query? 
2 days now without power at 3335419-01
Other service lines have power.",23-May-16,,,,,
Kaburu Mutuaruchiu,@MutuaPattoh,,,,,,https://x.com/MutuaPattoh,https://x.com/MutuaPattoh,"@KenyaPower 
Power in this 3335419-01 region is now history for two days now. 
Any assistance will be highly appreciated.",28-Apr-16,,,,,
Kaburu Mutuaruchiu,@MutuaPattoh,,,,,,https://x.com/MutuaPattoh,https://x.com/MutuaPattoh,"@KenyaPower
Do you ever respond to our queries via twitter anymore? 
3335419-01 four days now without power. 
Issue a reference number pliz",25-May-16,,,,,
Eng. Mutuku R. M.,@mutukurich,,,,,,https://x.com/mutukurich,https://x.com/mutukurich,@KenyaPower can i use the online forms to apply for power connection?,11-May-16,,,,,
Kaswi,@Kaswitweetybird,,1.0,,,,https://x.com/Kaswitweetybird,https://x.com/Kaswitweetybird,@KenyaPower @KenyaPower_Care No power in Imara Daima since last night. @ElijahMiano @SemeyianN,8-May-16,,,,,
Njeru,@NjeruSamuel,,,,,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel,@KenyaPower @KenyaPower  no power in Kitale kwa Gatua cc @ConsumersKenya,12-May-16,,,,,
Kaburu Mutuaruchiu,@MutuaPattoh,,,,,,https://x.com/MutuaPattoh,https://x.com/MutuaPattoh,"@KenyaPower
@KenyaPower_Care
We don't have power on 3335419-01 though the other service lines from the same transformer have power.",23-May-16,,,,,
"Mutinda, Joseph Mutisya",@JosephMutinda,,,,1.0,,https://x.com/JosephMutinda,https://x.com/JosephMutinda,@KenyaPower Trans ID: 1605071990762 You have sent 500Ksh to My Power in reference to account 14104455341 @AIRTEL_KE. Yet to receive token,5-May-16,,,,,
Apudo Macharia,@barryblacks,,,,,,https://x.com/barryblacks,https://x.com/barryblacks,"@KenyaPower ref number 2676505 no one has ever responded to our outcry since last week , just 7 house no power in buruburu phase 4 dakabuko",6-May-16,,,,,
Kieni Githinji,@KieniGithinji,,,,1.0,,https://x.com/KieniGithinji,https://x.com/KieniGithinji,@KenyaPower  @KenyaPower_Care how does it feel to stay 2days without power.. Even in your own backyard... Its all unexplained,7-May-16,,,,,
Njeru,@NjeruSamuel,,,,1.0,,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel,@KenyaPower @KenyaPower_Care  Kindly note there is no Power in Kitale kwa Gatua,8-May-16,,,,,
